auprc,auroc,f1,mcc,balanced_acc,dataset,seed,classifier,method,status,error,sampler_activation,sampler_geometric_need,sampler_majority_removed,sampler_synthetic_added,sampler_majority_synthetic_added,sampler_weighted,sampler_profile,sampler_overlap,sampler_boundary_conflict,sampler_minority_sparsity,sampler_majority_sparsity,sampler_imbalance_pressure,sampler_minority_sufficiency
0.2866711934948166,0.8419423584331236,0.3520408163265306,0.337171953479332,0.7806981936269535,abalone,1,LR,GMR,ok,,0.2554999142956334,0.5344407285572107,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2517057715504091,0.8373418577904066,0.0618556701030927,0.0338670701923471,0.5086766795210067,abalone,1,RF,GMR,ok,,0.2554999142956334,0.5344407285572107,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3224993942302134,0.8673127663892836,0.3870967741935484,0.3838730629031482,0.8151004668155064,abalone,1,SVM,GMR,ok,,0.2554999142956334,0.5344407285572107,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2485768799653915,0.8196671402476152,0.2826086956521739,0.1991163125130496,0.613896218117854,abalone,1,XGBoost,GMR,ok,,0.2554999142956334,0.5344407285572107,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.1171648717415307,0.5605337933833976,0.2040816326530612,0.1279639279304971,0.5605337933833976,abalone,2,DT,GMR,ok,,0.2649816925424941,0.5383812265477097,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3506077009132832,0.8789154996279007,0.1136363636363636,0.1538533614122675,0.5287531290169812,abalone,2,GBM,GMR,ok,,0.2649816925424941,0.5383812265477097,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2385883122725228,0.769526757323591,0.1981981981981982,0.1672986859011274,0.5560009471618971,abalone,2,KNN,GMR,ok,,0.2649816925424941,0.5383812265477097,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3852097659785856,0.8799303159461471,0.3646112600536193,0.3483478555868586,0.78616128814018,abalone,2,LR,GMR,ok,,0.2649816925424941,0.5383812265477097,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3072813400039285,0.8588897909478383,0.0666666666666666,0.0650154254240073,0.5132940937690278,abalone,2,RF,GMR,ok,,0.2649816925424941,0.5383812265477097,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.4089327407031224,0.8974697246465055,0.3770491803278688,0.364603576408039,0.7978485894053176,abalone,2,SVM,GMR,ok,,0.2649816925424941,0.5383812265477097,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3099168658139599,0.8385934645829105,0.3516483516483517,0.2778380957102193,0.6576348014342737,abalone,2,XGBoost,GMR,ok,,0.2649816925424941,0.5383812265477097,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.1125138019874862,0.5485589608280901,0.1804511278195488,0.1139395296462636,0.5485589608280901,abalone,3,DT,GMR,ok,,0.2477555370525141,0.5311504933989004,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2742903141868295,0.8342212976117989,0.0681818181818181,0.0781937083883524,0.5146133549827482,abalone,3,GBM,GMR,ok,,0.2477555370525141,0.5311504933989004,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.1967863854274744,0.7096272241390975,0.146788990825688,0.11116477255837,0.5361105473242677,abalone,3,KNN,GMR,ok,,0.2477555370525141,0.5311504933989004,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2387501261608926,0.8156247885799337,0.3351351351351351,0.2998216895117158,0.745720857858061,abalone,3,LR,GMR,ok,,0.2477555370525141,0.5311504933989004,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2808475135889943,0.817104729044043,0.1428571428571428,0.1381712644324944,0.5362965969826128,abalone,3,RF,GMR,ok,,0.2477555370525141,0.5311504933989004,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2816375541264485,0.8433292740680604,0.3848396501457726,0.3648141901703189,0.7918104323117516,abalone,3,SVM,GMR,ok,,0.2477555370525141,0.5311504933989004,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2714357392732777,0.8148383059332928,0.3103448275862069,0.2327464916004702,0.6275624112035721,abalone,3,XGBoost,GMR,ok,,0.2477555370525141,0.5311504933989004,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.117408906882591,0.5531763750761112,0.1904761904761904,0.1329679280342147,0.5531763750761112,abalone,4,DT,GMR,ok,,0.2500740626741172,0.5321426138610454,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2872179521348059,0.8566994790609567,0.0689655172413793,0.0860918087650168,0.5152729855896083,abalone,4,GBM,GMR,ok,,0.2500740626741172,0.5321426138610454,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2071620859947461,0.7299320073066775,0.1621621621621621,0.125057157235062,0.5418611731276639,abalone,4,KNN,GMR,ok,,0.2500740626741172,0.5321426138610454,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2567613931774277,0.8380860564237873,0.3776595744680851,0.3709115589241534,0.8053920573709492,abalone,4,LR,GMR,ok,,0.2500740626741172,0.5321426138610454,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.283841760353074,0.840250997902713,0.0638297872340425,0.0452399090796672,0.5106555713415872,abalone,4,RF,GMR,ok,,0.2500740626741172,0.5321426138610454,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3255375303829362,0.8630674514579528,0.3884057971014493,0.3712583501133776,0.7975610581151478,abalone,4,SVM,GMR,ok,,0.2500740626741172,0.5321426138610454,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2680957725898459,0.8421453216967729,0.2822085889570552,0.2050643985080668,0.6065387998105676,abalone,4,XGBoost,GMR,ok,,0.2500740626741172,0.5321426138610454,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.1230523862102809,0.5738278871524254,0.2264150943396226,0.1451831965840953,0.5738278871524254,abalone,5,DT,GMR,ok,,0.2453006920606368,0.5300932296202959,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2802442622428893,0.8348048169947906,0.0227272727272727,0.0025340553644373,0.500473580948515,abalone,5,GBM,GMR,ok,,0.2453006920606368,0.5300932296202959,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.1755974635176698,0.7121304377241052,0.1176470588235294,0.0604565724793502,0.5224443542385495,abalone,5,KNN,GMR,ok,,0.2453006920606368,0.5300932296202959,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2669138875993208,0.8228807252553955,0.35,0.3191396429708142,0.7593870509437792,abalone,5,LR,GMR,ok,,0.2453006920606368,0.5300932296202959,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2377134594715002,0.7905503687165956,0.12,0.1014164706680701,0.527907448751776,abalone,5,RF,GMR,ok,,0.2453006920606368,0.5300932296202959,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3001482874308862,0.8416040863270415,0.3596730245231607,0.3375559911309315,0.7759792977471078,abalone,5,SVM,GMR,ok,,0.2453006920606368,0.5300932296202959,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2169545638433855,0.7846390636628104,0.2248520710059171,0.1387747527486122,0.5743014681009404,abalone,5,XGBoost,GMR,ok,,0.2453006920606368,0.5300932296202959,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.1553909210955051,0.622471416007036,0.3040935672514619,0.2265743578621123,0.622471416007036,abalone,6,DT,GMR,ok,,0.2564874686365654,0.5348555350306974,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3040158384833066,0.8656552330694811,0.0869565217391304,0.086334932820658,0.519044719572424,abalone,6,GBM,GMR,ok,,0.2564874686365654,0.5348555350306974,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2243759148066498,0.7470908598876936,0.1682242990654205,0.1414598435001071,0.5444996955551045,abalone,6,KNN,GMR,ok,,0.2564874686365654,0.5348555350306974,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2932961261555628,0.848031256342602,0.3565891472868217,0.3422473592254305,0.7839963466612543,abalone,6,LR,GMR,ok,,0.2564874686365654,0.5348555350306974,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3072565651940085,0.8600230025032136,0.1714285714285714,0.1507651463604674,0.5458189567688249,abalone,6,RF,GMR,ok,,0.2564874686365654,0.5348555350306974,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3125493893307566,0.8766321629118463,0.3890410958904109,0.383036734116307,0.8126479940464109,abalone,6,SVM,GMR,ok,,0.2564874686365654,0.5348555350306974,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2984110695069202,0.8465935998917529,0.3535911602209944,0.2801605227615859,0.6582944320411339,abalone,6,XGBoost,GMR,ok,,0.2564874686365654,0.5348555350306974,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.1308591353821617,0.5779717204519316,0.2394366197183098,0.170588747188594,0.5779717204519315,abalone,7,DT,GMR,ok,,0.2674668364831515,0.5393989574875531,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3631164872160333,0.8749323455787835,0.108695652173913,0.1183846680951119,0.5261146065895406,abalone,7,GBM,GMR,ok,,0.2674668364831515,0.5393989574875531,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2534228140295403,0.7585921114944861,0.2758620689655172,0.2459002732246501,0.5880522292131791,abalone,7,KNN,GMR,ok,,0.2674668364831515,0.5393989574875531,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2854728419565761,0.8471010080508761,0.3553299492385787,0.3436479230001082,0.7864488194303498,abalone,7,LR,GMR,ok,,0.2674668364831515,0.5393989574875531,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3111121224298077,0.8501623706109194,0.1318681318681318,0.1591195662943378,0.5338441242135173,abalone,7,RF,GMR,ok,,0.2674668364831515,0.5393989574875531,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.369932074005447,0.8795751302347609,0.3733333333333333,0.3633992663303236,0.7989818009606928,abalone,7,SVM,GMR,ok,,0.2674668364831515,0.5393989574875531,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3059896064361966,0.8501623706109194,0.3837209302325581,0.3154321126702957,0.6713009945199919,abalone,7,XGBoost,GMR,ok,,0.2674668364831515,0.5393989574875531,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.1543818178362285,0.6087037412894932,0.2953020134228188,0.2268279143247903,0.6087037412894933,abalone,8,DT,GMR,ok,,0.2647667978207755,0.5382929359649681,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3631427983841658,0.8779852513361748,0.0909090909090909,0.11602353490031,0.5216832419998647,abalone,8,GBM,GMR,ok,,0.2647667978207755,0.5382929359649681,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2333182675560464,0.7785163385427237,0.1523809523809524,0.1275020119275861,0.5387490697517083,abalone,8,KNN,GMR,ok,,0.2647667978207755,0.5382929359649681,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.321496679759559,0.867566470468845,0.3806970509383378,0.3741666516685372,0.8073709491915297,abalone,8,LR,GMR,ok,,0.2647667978207755,0.5382929359649681,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3370622996453492,0.8553633042419322,0.1333333333333333,0.1687423255279581,0.5345037548203775,abalone,8,RF,GMR,ok,,0.2647667978207755,0.5382929359649681,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3845014384755965,0.8908057641566877,0.3852242744063324,0.3848290940556018,0.8175529395846018,abalone,8,SVM,GMR,ok,,0.2647667978207755,0.5382929359649681,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3066747592132176,0.8363946958933767,0.3902439024390244,0.3245806552030759,0.6695081523577566,abalone,8,XGBoost,GMR,ok,,0.2647667978207755,0.5382929359649681,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.1516382240899229,0.6104965834517285,0.2929936305732484,0.2197350132752405,0.6104965834517285,abalone,9,DT,GMR,ok,,0.2605938171583101,0.5365692424448697,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2957525778568008,0.8680654218253163,0.0638297872340425,0.0452399090796672,0.5106555713415872,abalone,9,GBM,GMR,ok,,0.2605938171583101,0.5365692424448697,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2530585445317409,0.7602496448142886,0.2769230769230769,0.2238902144869382,0.59295717475137,abalone,9,KNN,GMR,ok,,0.2605938171583101,0.5365692424448697,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3369077286662285,0.8606488058994655,0.35,0.3376813500862549,0.7824910357891888,abalone,9,LR,GMR,ok,,0.2605938171583101,0.5365692424448697,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3207116330200332,0.860259792977471,0.0833333333333333,0.0657516902284525,0.5164061971449834,abalone,9,RF,GMR,ok,,0.2605938171583101,0.5365692424448697,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.3874821056009767,0.8876767471754279,0.3882978723404255,0.388084912006818,0.8195318314051823,abalone,9,SVM,GMR,ok,,0.2605938171583101,0.5365692424448697,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.2717510788775847,0.8438535958324878,0.3488372093023256,0.2763768333171608,0.6500913334686422,abalone,9,XGBoost,GMR,ok,,0.2605938171583101,0.5365692424448697,0.0,0.0,0.0,0.0,identity_large_support,,,,,,
0.0268141945773524,0.5791164658634539,0.1428571428571428,0.1371991384561741,0.5791164658634538,abalone_19,0,DT,GMR,ok,,0.3866332138255355,0.5830810698078284,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0327721175754433,0.7419678714859438,0.0,-0.0029423432884567,0.4993975903614457,abalone_19,0,GBM,GMR,ok,,0.3866332138255355,0.5830810698078284,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0256180223285486,0.6485943775100401,0.0,0.0,0.5,abalone_19,0,KNN,GMR,ok,,0.3866332138255355,0.5830810698078284,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0241156842662866,0.7899598393574296,0.0338983050847457,0.0622765656194894,0.6487951807228916,abalone_19,0,LR,GMR,ok,,0.3866332138255355,0.5830810698078284,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0312022370374773,0.8049196787148595,0.0,0.0,0.5,abalone_19,0,RF,GMR,ok,,0.3866332138255355,0.5830810698078284,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0341097095983367,0.8106425702811246,0.0451977401129943,0.097406935968945,0.7327309236947791,abalone_19,0,SVM,GMR,ok,,0.3866332138255355,0.5830810698078284,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.029491154100529,0.7244979919678715,0.0,-0.0051024023939334,0.4981927710843373,abalone_19,0,XGBoost,GMR,ok,,0.3866332138255355,0.5830810698078284,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0071770334928229,0.4957831325301204,0.0,-0.0078128292655191,0.4957831325301204,abalone_19,1,DT,GMR,ok,,0.3918256166465774,0.5848284183800614,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0380321857249611,0.7483935742971888,0.0,-0.0072289156626506,0.4963855421686747,abalone_19,1,GBM,GMR,ok,,0.3918256166465774,0.5848284183800614,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0238323080428343,0.6463855421686746,0.0,0.0,0.5,abalone_19,1,KNN,GMR,ok,,0.3918256166465774,0.5848284183800614,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.122146741656957,0.9269076305220884,0.050251256281407,0.1215613872732008,0.8034136546184739,abalone_19,1,LR,GMR,ok,,0.3918256166465774,0.5848284183800614,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0254864105193052,0.6652610441767068,0.0,0.0,0.5,abalone_19,1,RF,GMR,ok,,0.3918256166465774,0.5848284183800614,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0417403225872059,0.8297188755020082,0.0602409638554216,0.1387419713589683,0.8232931726907631,abalone_19,1,SVM,GMR,ok,,0.3918256166465774,0.5848284183800614,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.1740079202399793,0.5495983935742972,0.2222222222222222,0.2318758421243099,0.5821285140562249,abalone_19,1,XGBoost,GMR,ok,,0.3918256166465774,0.5848284183800614,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0071770334928229,0.4939759036144578,0.0,-0.0093550595280313,0.4939759036144578,abalone_19,2,DT,GMR,ok,,0.3867634971397683,0.5831250171215199,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.024328030593752,0.7935742971887549,0.0,-0.0051024023939334,0.4981927710843373,abalone_19,2,GBM,GMR,ok,,0.3867634971397683,0.5831250171215199,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0117279876808007,0.5664658634538153,0.0,0.0,0.5,abalone_19,2,KNN,GMR,ok,,0.3867634971397683,0.5831250171215199,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0301171326708605,0.8580321285140562,0.036144578313253,0.0666995564172928,0.655421686746988,abalone_19,2,LR,GMR,ok,,0.3867634971397683,0.5831250171215199,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0235346889952153,0.5766064257028113,0.0,0.0,0.5,abalone_19,2,RF,GMR,ok,,0.3867634971397683,0.5831250171215199,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0267925789625181,0.805421686746988,0.0392156862745098,0.072399837519572,0.6632530120481928,abalone_19,2,SVM,GMR,ok,,0.3867634971397683,0.5831250171215199,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0372515313660846,0.844578313253012,0.0,-0.0072289156626506,0.4963855421686747,abalone_19,2,XGBoost,GMR,ok,,0.3867634971397683,0.5831250171215199,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0071770334928229,0.4951807228915663,0.0,-0.0083573079262644,0.4951807228915663,abalone_19,3,DT,GMR,ok,,0.3899414519575506,0.5841953337367456,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.036725913932249,0.8330321285140562,0.0,-0.0029423432884567,0.4993975903614457,abalone_19,3,GBM,GMR,ok,,0.3899414519575506,0.5841953337367456,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0071770334928229,0.4867469879518072,0.0,0.0,0.5,abalone_19,3,KNN,GMR,ok,,0.3899414519575506,0.5841953337367456,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0359186333379881,0.8433734939759036,0.0457142857142857,0.0983410815619919,0.7339357429718876,abalone_19,3,LR,GMR,ok,,0.3899414519575506,0.5841953337367456,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0253865408470671,0.5768072289156626,0.0,0.0,0.5,abalone_19,3,RF,GMR,ok,,0.3899414519575506,0.5841953337367456,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0330487592543011,0.8431726907630522,0.0561797752808988,0.1319993489484028,0.8160642570281125,abalone_19,3,SVM,GMR,ok,,0.3899414519575506,0.5841953337367456,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0244589228467414,0.7640562248995983,0.0,-0.0041635957016775,0.4987951807228916,abalone_19,3,XGBoost,GMR,ok,,0.3899414519575506,0.5841953337367456,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0071770334928229,0.4975903614457831,0.0,-0.0058952864412411,0.4975903614457831,abalone_19,4,DT,GMR,ok,,0.3831049192264825,0.5818887944102322,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0209899953291446,0.7573293172690763,0.0,-0.0058952864412411,0.4975903614457831,abalone_19,4,GBM,GMR,ok,,0.3831049192264825,0.5818887944102322,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0115364167995746,0.5657630522088354,0.0,0.0,0.5,abalone_19,4,KNN,GMR,ok,,0.3831049192264825,0.5818887944102322,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0475681143639788,0.85,0.0476190476190476,0.1017214536363988,0.738152610441767,abalone_19,4,LR,GMR,ok,,0.3831049192264825,0.5818887944102322,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0163975279106858,0.5009036144578314,0.0,0.0,0.5,abalone_19,4,RF,GMR,ok,,0.3831049192264825,0.5818887944102322,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0429638255373782,0.7690763052208835,0.0283687943262411,0.039706965746043,0.5865461847389558,abalone_19,4,SVM,GMR,ok,,0.3831049192264825,0.5818887944102322,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0182007996322369,0.6524096385542169,0.0,-0.0041635957016775,0.4987951807228916,abalone_19,4,XGBoost,GMR,ok,,0.3831049192264825,0.5818887944102322,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0071770334928229,0.4951807228915663,0.0,-0.0083573079262644,0.4951807228915663,abalone_19,5,DT,GMR,ok,,0.3891945681285099,0.5839440741888663,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0285601070743183,0.7072289156626507,0.0,-0.0041635957016775,0.4987951807228916,abalone_19,5,GBM,GMR,ok,,0.3891945681285099,0.5839440741888663,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0071770334928229,0.4855421686746988,0.0,0.0,0.5,abalone_19,5,KNN,GMR,ok,,0.3891945681285099,0.5839440741888663,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0389390491093461,0.8576305220883533,0.0529100529100529,0.1263385323575989,0.809437751004016,abalone_19,5,LR,GMR,ok,,0.3891945681285099,0.5839440741888663,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0238384339923565,0.6672690763052209,0.0,0.0,0.5,abalone_19,5,RF,GMR,ok,,0.3891945681285099,0.5839440741888663,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0644871403180575,0.7676706827309236,0.0449438202247191,0.0969448839798943,0.7321285140562248,abalone_19,5,SVM,GMR,ok,,0.3891945681285099,0.5839440741888663,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0220753747351057,0.6714859437751004,0.0,-0.0029423432884567,0.4993975903614457,abalone_19,5,XGBoost,GMR,ok,,0.3891945681285099,0.5839440741888663,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0071770334928229,0.4951807228915663,0.0,-0.0083573079262644,0.4951807228915663,abalone_19,6,DT,GMR,ok,,0.384365308192611,0.5823151735155863,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0471026421297935,0.8614457831325302,0.0,-0.0029423432884567,0.4993975903614457,abalone_19,6,GBM,GMR,ok,,0.384365308192611,0.5823151735155863,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0071770334928229,0.486144578313253,0.0,0.0,0.5,abalone_19,6,KNN,GMR,ok,,0.384365308192611,0.5823151735155863,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0368943521648643,0.8847389558232932,0.0584795321637426,0.1358541093131572,0.820281124497992,abalone_19,6,LR,GMR,ok,,0.384365308192611,0.5823151735155863,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0749295869599585,0.7615461847389557,0.0,0.0,0.5,abalone_19,6,RF,GMR,ok,,0.384365308192611,0.5823151735155863,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0388682821129375,0.8765060240963856,0.0628930817610062,0.1429924864643442,0.8275100401606426,abalone_19,6,SVM,GMR,ok,,0.384365308192611,0.5823151735155863,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0350393209231207,0.8044176706827308,0.0,-0.0041635957016775,0.4987951807228916,abalone_19,6,XGBoost,GMR,ok,,0.384365308192611,0.5823151735155863,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0071770334928229,0.4939759036144578,0.0,-0.0093550595280313,0.4939759036144578,abalone_19,7,DT,GMR,ok,,0.3934843919846805,0.5853848751889803,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.028702745584524,0.6548192771084337,0.0,-0.0058952864412411,0.4975903614457831,abalone_19,7,GBM,GMR,ok,,0.3934843919846805,0.5853848751889803,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0243925321324702,0.6473895582329318,0.0,0.0,0.5,abalone_19,7,KNN,GMR,ok,,0.3934843919846805,0.5853848751889803,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0176897482096937,0.7678714859437751,0.0307692307692307,0.0556786913098004,0.6379518072289156,abalone_19,7,LR,GMR,ok,,0.3934843919846805,0.5853848751889803,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0203130345510223,0.669578313253012,0.0,0.0,0.5,abalone_19,7,RF,GMR,ok,,0.3934843919846805,0.5853848751889803,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.033835424732541,0.7506024096385542,0.031578947368421,0.0574407004305459,0.6409638554216868,abalone_19,7,SVM,GMR,ok,,0.3934843919846805,0.5853848751889803,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
0.0342722880243892,0.725,0.0,-0.0041635957016775,0.4987951807228916,abalone_19,7,XGBoost,GMR,ok,,0.3934843919846805,0.5853848751889803,0.0,0.0,0.0,0.0,identity_support_guard,,,,,,
