dataset,method,ir,seed,classifier,auprc,auroc,f1,balanced_acc,ir_before,ir_after,n_train,n_test
S1,None,20,0,LR,0.09958882077862599,0.7390829694323144,0.15789473684210525,0.6233624454148472,18.65306122445173,18.65306122445173,963,241
S1,None,20,0,DT,0.05490241278623021,0.5241994177583698,0.09523809523809523,0.5241994177583698,18.65306122445173,18.65306122445173,963,241
S1,None,20,0,XGB,0.14360333336550357,0.8105895196506551,0.0,0.4868995633187773,18.65306122445173,18.65306122445173,963,241
S1,None,20,1,KNN,0.43638224130721476,0.8284206695778749,0.4,0.625,18.65306122445173,18.65306122445173,963,241
S1,None,20,1,RF,0.6006531459173049,0.8953784570596797,0.375,0.6228165938864629,18.65306122445173,18.65306122445173,963,241
S1,None,20,1,LR,0.19447346400932067,0.8508005822416302,0.2597402597402597,0.7965793304221251,18.65306122445173,18.65306122445173,963,241
S1,None,20,1,DT,0.28946230982019366,0.7017831149927221,0.5,0.701783114992722,18.65306122445173,18.65306122445173,963,241
S1,None,20,1,XGB,0.570456627488709,0.8582605531295487,0.5555555555555556,0.7061499272197962,18.65306122445173,18.65306122445173,963,241
S1,None,20,2,KNN,0.185593262201146,0.6697598253275109,0.14285714285714285,0.5394832605531296,18.65306122445173,18.65306122445173,963,241
S1,None,20,2,RF,0.2549050254268292,0.6994177583697235,0.13333333333333333,0.5372998544395924,18.65306122445173,18.65306122445173,963,241
S1,None,20,2,LR,0.14060659113266874,0.7689228529839884,0.23529411764705882,0.7285298398835516,18.65306122445173,18.65306122445173,963,241
S1,None,20,2,DT,0.0685771092669433,0.5647743813682679,0.18181818181818182,0.5658660844250364,18.65306122445173,18.65306122445173,963,241
S1,None,20,2,XGB,0.30175731441701237,0.8105895196506551,0.25,0.5789665211062591,18.65306122445173,18.65306122445173,963,241
S1,None,20,3,KNN,0.1466487638686809,0.7236171761280932,0.21052631578947367,0.5724163027656477,18.65306122445173,18.65306122445173,963,241
S1,None,20,3,RF,0.2254239604326348,0.7703784570596797,0.1111111111111111,0.5307496360989811,18.65306122445173,18.65306122445173,963,241
S1,None,20,3,LR,0.11500247004241948,0.7762008733624455,0.18691588785046728,0.7310771470160117,18.65306122445173,18.65306122445173,963,241
S1,None,20,3,DT,0.05490241278623021,0.5241994177583698,0.09523809523809523,0.5241994177583698,18.65306122445173,18.65306122445173,963,241
S1,None,20,3,XGB,0.2329955043087835,0.7960334788937409,0.13333333333333333,0.5372998544395924,18.65306122445173,18.65306122445173,963,241
S1,None,50,42,KNN,0.34532584818159634,0.8779661016949153,0.0,0.5,49.52631578921302,49.52631578921302,960,241
S1,None,50,42,RF,0.34581604426002766,0.8461864406779661,0.3333333333333333,0.6,49.52631578921302,49.52631578921302,960,241
S1,None,50,42,LR,0.1422551885626191,0.911864406779661,0.14285714285714285,0.8728813559322034,49.52631578921302,49.52631578921302,960,241
S1,None,50,42,DT,0.216597510373444,0.6,0.3333333333333333,0.6,49.52631578921302,49.52631578921302,960,241
S1,None,50,42,XGB,0.34053663570691434,0.9144067796610169,0.25,0.5957627118644068,49.52631578921302,49.52631578921302,960,241
S1,None,50,0,KNN,0.1263715998155832,0.8521186440677966,0.0,0.4978813559322034,49.52631578921302,49.52631578921302,960,241
S1,None,50,0,RF,0.17274319963116644,0.722457627118644,0.0,0.4978813559322034,49.52631578921302,49.52631578921302,960,241
S1,None,50,0,LR,0.048749248184244726,0.6601694915254237,0.05063291139240506,0.5474576271186441,49.52631578921302,49.52631578921302,960,241
S1,None,50,0,DT,0.04993084370677732,0.589406779661017,0.18181818181818182,0.589406779661017,49.52631578921302,49.52631578921302,960,241
S1,None,50,0,XGB,0.4008865550732056,0.7906779661016949,0.5,0.6978813559322035,49.52631578921302,49.52631578921302,960,241
S1,None,50,1,KNN,0.27888699048083965,0.776271186440678,0.3333333333333333,0.6,49.52631578921302,49.52631578921302,960,241
S1,None,50,1,RF,0.3645889380329215,0.8326271186440678,0.3333333333333333,0.6,49.52631578921302,49.52631578921302,960,241
S1,None,50,1,LR,0.06861836158487854,0.6889830508474576,0.10666666666666667,0.7601694915254238,49.52631578921302,49.52631578921302,960,241
S1,None,50,1,DT,0.11659751037344399,0.5978813559322034,0.2857142857142857,0.5978813559322034,49.52631578921302,49.52631578921302,960,241
S1,None,50,1,XGB,0.37931996512641675,0.9072033898305085,0.2857142857142857,0.5978813559322034,49.52631578921302,49.52631578921302,960,241
S1,None,50,2,KNN,0.2346703550023052,0.6720338983050846,0.3333333333333333,0.6,49.52631578921302,49.52631578921302,960,241
S1,None,50,2,RF,0.23328306152696054,0.6927966101694916,0.3333333333333333,0.6,49.52631578921302,49.52631578921302,960,241
S1,None,50,2,LR,0.0743572722520091,0.7576271186440678,0.10126582278481013,0.7516949152542374,49.52631578921302,49.52631578921302,960,241
S1,None,50,2,DT,0.05659751037344399,0.5915254237288136,0.2,0.5915254237288136,49.52631578921302,49.52631578921302,960,241
S1,None,50,2,XGB,0.21955942824355237,0.4936440677966102,0.2857142857142857,0.5978813559322034,49.52631578921302,49.52631578921302,960,241
S1,None,50,3,KNN,0.02712382616291767,0.559322033898305,0.0,0.5,49.52631578921302,49.52631578921302,960,241
S1,None,50,3,RF,0.062016703904670706,0.7110169491525424,0.0,0.4978813559322034,49.52631578921302,49.52631578921302,960,241
S1,None,50,3,LR,0.0982620320855615,0.7864406779661017,0.09411764705882353,0.7389830508474576,49.52631578921302,49.52631578921302,960,241
S1,None,50,3,DT,0.02074688796680498,0.4915254237288136,0.0,0.4915254237288136,49.52631578921302,49.52631578921302,960,241
S1,None,50,3,XGB,0.1328458428235959,0.7605932203389831,0.0,0.4936440677966102,49.52631578921302,49.52631578921302,960,241
S1,TomekLinks,5,42,KNN,0.47055935658134446,0.7832928381349069,0.475,0.6761541131551545,4.61849710982392,4.445086705199743,972,244
S1,TomekLinks,5,42,RF,0.4862386856823537,0.7878051602452851,0.43902439024390244,0.6570635196112461,4.61849710982392,4.445086705199743,972,244
S1,TomekLinks,5,42,LR,0.3529340053223153,0.7536734930001157,0.432,0.6771375679740831,4.61849710982392,4.445086705199743,972,244
S1,TomekLinks,5,42,DT,0.2205006989452281,0.5975355779243319,0.34408602150537637,0.6014693972000462,4.61849710982392,4.445086705199743,972,244
S1,TomekLinks,5,42,XGB,0.5015021429719554,0.8089783639939836,0.425,0.6479231748235567,4.61849710982392,4.445086705199743,972,244
S1,TomekLinks,5,0,KNN,0.5388705608537453,0.8616799722318639,0.5952380952380952,0.7508966793937291,4.61849710982392,4.317919075142013,972,244
S1,TomekLinks,5,0,RF,0.628792467441698,0.876721045933125,0.6292134831460674,0.7808052759458521,4.61849710982392,4.317919075142013,972,244
S1,TomekLinks,5,0,LR,0.34131140369858737,0.7592849704963555,0.42857142857142855,0.6746500057850284,4.61849710982392,4.317919075142013,972,244
S1,TomekLinks,5,0,DT,0.40784651641823333,0.7657063519611246,0.5957446808510638,0.7683674650005785,4.61849710982392,4.317919075142013,972,244
S1,TomekLinks,5,0,XGB,0.5905380031778802,0.8672335994446373,0.5714285714285714,0.7475992132361449,4.61849710982392,4.317919075142013,972,244
S1,TomekLinks,5,1,KNN,0.5746330801106428,0.8247714913803077,0.5974025974025974,0.7400786763855143,4.61849710982392,4.369942196529267,972,244
S1,TomekLinks,5,1,RF,0.590105273428359,0.8417794747194262,0.5581395348837209,0.7318060858498207,4.61849710982392,4.369942196529267,972,244
S1,TomekLinks,5,1,LR,0.3437572251069954,0.7801689228277218,0.42735042735042733,0.6688071271549231,4.61849710982392,4.369942196529267,972,244
S1,TomekLinks,5,1,DT,0.3719977125428898,0.7376489644799259,0.5473684210526316,0.737648964479926,4.61849710982392,4.369942196529267,972,244
S1,TomekLinks,5,1,XGB,0.5603045202697973,0.8409117204674303,0.5517241379310345,0.729318523660766,4.61849710982392,4.369942196529267,972,244
S1,TomekLinks,5,2,KNN,0.6191302109059469,0.8782830035867175,0.6153846153846154,0.7758301515677427,4.61849710982392,4.2832369942171775,972,244
S1,TomekLinks,5,2,RF,0.5940412123339657,0.8545065370820317,0.5882352941176471,0.7484091172046743,4.61849710982392,4.2832369942171775,972,244
S1,TomekLinks,5,2,LR,0.4496571526643761,0.8000694203401597,0.4888888888888889,0.7369547610783294,4.61849710982392,4.2832369942171775,972,244
S1,TomekLinks,5,2,DT,0.3457758292032024,0.7143931505264377,0.5161290322580645,0.7143931505264376,4.61849710982392,4.2832369942171775,972,244
S1,TomekLinks,5,2,XGB,0.6390031275549246,0.8682170542635659,0.5681818181818182,0.7409464306375102,4.61849710982392,4.2832369942171775,972,244
S1,TomekLinks,5,3,KNN,0.48980592949230706,0.783003586717575,0.525,0.7043850514867522,4.61849710982392,4.2947976878587895,972,244
S1,TomekLinks,5,3,RF,0.5579675668708846,0.8208955223880596,0.5714285714285714,0.7367812102279301,4.61849710982392,4.2947976878587895,972,244
S1,TomekLinks,5,3,LR,0.3235259776340622,0.7217979868101353,0.4444444444444444,0.7062941108411431,4.61849710982392,4.2947976878587895,972,244
S1,TomekLinks,5,3,DT,0.3326351992602266,0.7049635543214162,0.5111111111111111,0.7077403679278028,4.61849710982392,4.2947976878587895,972,244
S1,TomekLinks,5,3,XGB,0.5217752679399472,0.8259284970496356,0.475,0.6761541131551545,4.61849710982392,4.2947976878587895,972,244
S1,TomekLinks,10,42,KNN,0.41841876993824123,0.7959102640460591,0.45714285714285713,0.6647806233869367,9.276595744670983,9.042553191479742,966,242
S1,TomekLinks,10,42,RF,0.31483498434829066,0.7424061941631923,0.3,0.6053206273575541,9.276595744670983,9.042553191479742,966,242
S1,TomekLinks,10,42,LR,0.2531809850803856,0.795116140559857,0.35051546391752575,0.7394282310899345,9.276595744670983,9.042553191479742,966,242
S1,TomekLinks,10,42,DT,0.12614855500230993,0.5802064721064126,0.23529411764705882,0.5802064721064125,9.276595744670983,9.042553191479742,966,242
S1,TomekLinks,10,42,XGB,0.3759520302452523,0.7937264244590033,0.34782608695652173,0.6396664681357951,9.276595744670983,9.042553191479742,966,242
S1,TomekLinks,10,0,KNN,0.2799083159667642,0.827972999801469,0.3,0.6053206273575541,9.276595744670983,8.936170212756451,966,242
S1,TomekLinks,10,0,RF,0.33594438187276265,0.8676791741115744,0.4186046511627907,0.6705380186619019,9.276595744670983,8.936170212756451,966,242
S1,TomekLinks,10,0,LR,0.25285629180997715,0.7790351399642644,0.32989690721649484,0.7154059956323209,9.276595744670983,8.936170212756451,966,242
S1,TomekLinks,10,0,DT,0.18918353406607813,0.6683541790748461,0.37037037037037035,0.669446098868374,9.276595744670983,8.936170212756451,966,242
S1,TomekLinks,10,0,XGB,0.3931509521897308,0.8644034147309907,0.43478260869565216,0.6877109390510224,9.276595744670983,8.936170212756451,966,242
S1,TomekLinks,10,1,KNN,0.5801857406623288,0.8145721659718086,0.6190476190476191,0.7689100655151876,9.276595744670983,8.936170212756451,966,242
S1,TomekLinks,10,1,RF,0.5941685239999424,0.8259876910859638,0.55,0.7254318046456224,9.276595744670983,8.936170212756451,966,242
S1,TomekLinks,10,1,LR,0.22185784711642675,0.7935278935874529,0.3883495145631068,0.7977963073257892,9.276595744670983,8.936170212756451,966,242
S1,TomekLinks,10,1,DT,0.2474180798163968,0.7163986499900735,0.43636363636363634,0.7152074647607702,9.276595744670983,8.936170212756451,966,242
S1,TomekLinks,10,1,XGB,0.568352636391747,0.8438554695255112,0.55,0.7254318046456224,9.276595744670983,8.936170212756451,966,242
S1,TomekLinks,10,2,KNN,0.3641859187081229,0.808318443517967,0.4,0.6533650982727814,9.276595744670983,8.94680851062878,966,242
S1,TomekLinks,10,2,RF,0.37840945608720367,0.8074250545959897,0.42857142857142855,0.672821123684733,9.276595744670983,8.94680851062878,966,242
S1,TomekLinks,10,2,LR,0.3028638915513223,0.8208258884256502,0.3673469387755102,0.7611673615247171,9.276595744670983,8.94680851062878,966,242
S1,TomekLinks,10,2,DT,0.2252019879097884,0.7096486003573556,0.42105263157894735,0.7106412547151082,9.276595744670983,8.94680851062878,966,242
S1,TomekLinks,10,2,XGB,0.5029461268360175,0.876613063331348,0.4888888888888889,0.7140162795314671,9.276595744670983,8.94680851062878,966,242
S1,TomekLinks,10,3,KNN,0.5802660754899353,0.8711534643637087,0.6666666666666666,0.7929323009728013,9.276595744670983,8.840425531905488,966,242
S1,TomekLinks,10,3,RF,0.5519834180901569,0.8793924955330554,0.6521739130434783,0.8078221163390907,9.276595744670983,8.840425531905488,966,242
S1,TomekLinks,10,3,LR,0.21712235067939542,0.7639467937264245,0.30357142857142855,0.7051816557474687,9.276595744670983,8.840425531905488,966,242
S1,TomekLinks,10,3,DT,0.2976723927084308,0.778141751042287,0.5263157894736842,0.7827079610879492,9.276595744670983,8.840425531905488,966,242
S1,TomekLinks,10,3,XGB,0.5783811770938396,0.9071868175501291,0.5714285714285714,0.7769505658129839,9.276595744670983,8.840425531905488,966,242
S1,TomekLinks,20,42,KNN,0.3901269221381498,0.7987627365356622,0.35294117647058826,0.6206331877729258,18.65306122445173,18.2653061224117,963,241
S1,TomekLinks,20,42,RF,0.3540793433451171,0.8147743813682679,0.4,0.6579330422125181,18.65306122445173,18.2653061224117,963,241
S1,TomekLinks,20,42,LR,0.19642318169132977,0.8631732168850071,0.2619047619047619,0.8251455604075691,18.65306122445173,18.2653061224117,963,241
S1,TomekLinks,20,42,DT,0.13575912331099052,0.6470160116448326,0.32,0.6470160116448326,18.65306122445173,18.2653061224117,963,241
S1,TomekLinks,20,42,XGB,0.41245256324347473,0.8336972343522562,0.5384615384615384,0.7763828238719068,18.65306122445173,18.2653061224117,963,241
S1,TomekLinks,20,0,KNN,0.09154564315352696,0.6268195050946144,0.10526315789473684,0.528566229985444,18.65306122445173,18.34693877547276,963,241
S1,TomekLinks,20,0,RF,0.1543769838313643,0.7854803493449783,0.0,0.4868995633187773,18.65306122445173,18.34693877547276,963,241
S1,TomekLinks,20,0,LR,0.09943763548593126,0.7387190684133915,0.15384615384615385,0.618995633187773,18.65306122445173,18.34693877547276,963,241
S1,TomekLinks,20,0,DT,0.05321891110272853,0.5198326055312954,0.08695652173913043,0.5198326055312955,18.65306122445173,18.34693877547276,963,241
S1,TomekLinks,20,0,XGB,0.1697996645753954,0.8426128093158661,0.23076923076923078,0.6009825327510917,18.65306122445173,18.34693877547276,963,241
S1,TomekLinks,20,1,KNN,0.4618452042701777,0.8280567685589519,0.5,0.6666666666666666,18.65306122445173,18.34693877547276,963,241
S1,TomekLinks,20,1,RF,0.5996181996311665,0.8715429403202329,0.5555555555555556,0.7061499272197962,18.65306122445173,18.34693877547276,963,241
S1,TomekLinks,20,1,LR,0.19091334918722347,0.8497088791848618,0.2597402597402597,0.7965793304221251,18.65306122445173,18.34693877547276,963,241
S1,TomekLinks,20,1,DT,0.30637774704164744,0.7405385735080058,0.5454545454545454,0.7412663755458515,18.65306122445173,18.34693877547276,963,241
S1,TomekLinks,20,1,XGB,0.6269590553172643,0.8922852983988355,0.6666666666666666,0.7872998544395924,18.65306122445173,18.34693877547276,963,241
S1,TomekLinks,20,2,KNN,0.3173799256908849,0.7088791848617176,0.3333333333333333,0.6184497816593886,18.65306122445173,18.183673469350644,963,241
S1,TomekLinks,20,2,RF,0.3707187348136518,0.6981441048034935,0.4444444444444444,0.6622998544395924,18.65306122445173,18.183673469350644,963,241
S1,TomekLinks,20,2,LR,0.14060659113266874,0.7689228529839884,0.2318840579710145,0.7263464337700145,18.65306122445173,18.183673469350644,963,241
S1,TomekLinks,20,2,DT,0.12133604638791361,0.6453784570596798,0.32,0.6470160116448326,18.65306122445173,18.183673469350644,963,241
S1,TomekLinks,20,2,XGB,0.4160505593801931,0.7741994177583698,0.4,0.6579330422125181,18.65306122445173,18.183673469350644,963,241
S1,TomekLinks,20,3,KNN,0.19574688796680498,0.7292576419213974,0.36363636363636365,0.653566229985444,18.65306122445173,18.20408163261591,963,241
S1,TomekLinks,20,3,RF,0.23488029303224406,0.7561863173216885,0.3,0.6140829694323144,18.65306122445173,18.20408163261591,963,241
S1,TomekLinks,20,3,LR,0.11519111369456059,0.7769286754002911,0.18691588785046728,0.7310771470160117,18.65306122445173,18.20408163261591,963,241
S1,TomekLinks,20,3,DT,0.09984439834024897,0.605349344978166,0.25,0.605349344978166,18.65306122445173,18.20408163261591,963,241
S1,TomekLinks,20,3,XGB,0.23265898332948498,0.7842066957787481,0.2857142857142857,0.6118995633187774,18.65306122445173,18.20408163261591,963,241
S1,TomekLinks,50,42,KNN,0.42637159981558326,0.8809322033898306,0.3333333333333333,0.6,49.52631578921302,48.99999999974211,960,241
S1,TomekLinks,50,42,RF,0.4694827109266943,0.8559322033898306,0.2857142857142857,0.5978813559322034,49.52631578921302,48.99999999974211,960,241
S1,TomekLinks,50,42,LR,0.1422551885626191,0.911864406779661,0.14285714285714285,0.8728813559322034,49.52631578921302,48.99999999974211,960,241
S1,TomekLinks,50,42,DT,0.27911479944674966,0.6978813559322034,0.5,0.6978813559322035,49.52631578921302,48.99999999974211,960,241
S1,TomekLinks,50,42,XGB,0.3510822510822511,0.9203389830508475,0.4444444444444444,0.6957627118644067,49.52631578921302,48.99999999974211,960,241
S1,TomekLinks,50,0,KNN,0.148149377593361,0.8588983050847459,0.0,0.4978813559322034,49.52631578921302,49.21052631553047,960,241
S1,TomekLinks,50,0,RF,0.18123108601378968,0.7211864406779661,0.0,0.4978813559322034,49.52631578921302,49.21052631553047,960,241
S1,TomekLinks,50,0,LR,0.048799241935025876,0.6610169491525424,0.05,0.5453389830508475,49.52631578921302,49.21052631553047,960,241
S1,TomekLinks,50,0,DT,0.05659751037344399,0.5915254237288136,0.2,0.5915254237288136,49.52631578921302,49.21052631553047,960,241
S1,TomekLinks,50,0,XGB,0.2928415810768752,0.8487288135593221,0.4444444444444444,0.6957627118644067,49.52631578921302,49.21052631553047,960,241
S1,TomekLinks,50,1,KNN,0.4416320885200553,0.7809322033898305,0.3333333333333333,0.6,49.52631578921302,49.15789473658339,960,241
S1,TomekLinks,50,1,RF,0.3398777025551431,0.7495762711864408,0.3333333333333333,0.6,49.52631578921302,49.15789473658339,960,241
S1,TomekLinks,50,1,LR,0.06861836158487854,0.6889830508474576,0.10666666666666667,0.7601694915254238,49.52631578921302,49.15789473658339,960,241
S1,TomekLinks,50,1,DT,0.27911479944674966,0.6978813559322034,0.5,0.6978813559322035,49.52631578921302,49.15789473658339,960,241
S1,TomekLinks,50,1,XGB,0.4916216216216216,0.9228813559322034,0.2857142857142857,0.5978813559322034,49.52631578921302,49.15789473658339,960,241
S1,TomekLinks,50,2,KNN,0.09911479944674965,0.6677966101694915,0.25,0.5957627118644068,49.52631578921302,48.84210526290084,960,241
S1,TomekLinks,50,2,RF,0.22578146611341635,0.6127118644067796,0.3333333333333333,0.6,49.52631578921302,48.84210526290084,960,241
S1,TomekLinks,50,2,LR,0.07481339198730504,0.7593220338983051,0.10126582278481013,0.7516949152542374,49.52631578921302,48.84210526290084,960,241
S1,TomekLinks,50,2,DT,0.06659751037344398,0.5936440677966102,0.2222222222222222,0.5936440677966102,49.52631578921302,48.84210526290084,960,241
S1,TomekLinks,50,2,XGB,0.21975077108204044,0.5317796610169492,0.2222222222222222,0.5936440677966102,49.52631578921302,48.84210526290084,960,241
S1,TomekLinks,50,3,KNN,0.026597510373443985,0.5559322033898305,0.0,0.4978813559322034,49.52631578921302,48.84210526290084,960,241
S1,TomekLinks,50,3,RF,0.07408822887093253,0.7182203389830509,0.0,0.4957627118644068,49.52631578921302,48.84210526290084,960,241
S1,TomekLinks,50,3,LR,0.09866525789201311,0.7872881355932203,0.09411764705882353,0.7389830508474576,49.52631578921302,48.84210526290084,960,241
S1,TomekLinks,50,3,DT,0.02074688796680498,0.4809322033898305,0.0,0.4809322033898305,49.52631578921302,48.84210526290084,960,241
S1,TomekLinks,50,3,XGB,0.13394660894660892,0.7915254237288135,0.0,0.4915254237288136,49.52631578921302,48.84210526290084,960,241
