dataset,method,ir,seed,classifier,auprc,auroc,f1,balanced_acc,n_removed_maj,n_removed_min,ir_before,ir_after,n_train_before_maj,n_train_before_min,n_train_after_maj,n_train_after_min
S1,SMOTE,50,0,LR,0.032619838236233725,0.6434010152284263,0.027027027027027025,0.4498730964467005,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,0,DT,0.08137882018479033,0.7195431472081218,0.22222222222222224,0.7195431472081218,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,42,KNN,0.04030739161336176,0.648477157360406,0.125,0.684010152284264,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,42,RF,0.08262429789889744,0.8692893401015227,0.08333333333333334,0.5767766497461929,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,42,LR,0.027792379522006007,0.5799492385786802,0.024390243902439022,0.42956852791878175,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,42,DT,0.01990049751243781,0.44923857868020306,0.0,0.44923857868020306,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,123,KNN,0.15,0.9390862944162437,0.2222222222222222,0.9289340101522843,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,123,RF,0.26957070707070707,0.9670050761421319,0.29629629629629634,0.9517766497461929,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,123,LR,0.02807364111084845,0.5736040609137056,0.061224489795918366,0.6440355329949239,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,123,DT,0.17391304347826086,0.9517766497461929,0.29629629629629634,0.9517766497461929,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,456,KNN,0.1308371933436267,0.809010152284264,0.18181818181818182,0.809010152284264,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,456,RF,0.1579861111111111,0.8775380710659899,0.21428571428571427,0.8217005076142132,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,456,LR,0.03044174487067918,0.6116751269035533,0.06666666666666667,0.6643401015228426,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,456,DT,0.08256133127466118,0.8083756345177665,0.18181818181818182,0.809010152284264,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,789,KNN,0.10129865378987415,0.8052030456852792,0.24999999999999997,0.8318527918781726,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,789,RF,0.10757575757575757,0.881979695431472,0.2105263157894737,0.717005076142132,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,789,LR,0.027211412348517733,0.5659898477157361,0.046511627906976744,0.5469543147208122,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,50,789,DT,0.03055037313432836,0.5869289340101523,0.1,0.5869289340101522,0,-768,48.999999999693756,0.9999999999998724,784,16,784,784
S1,SMOTE,100,0,KNN,0.009950248756218905,0.457286432160804,0.0,0.45979899497487436,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,0,RF,0.009950248756218905,0.4120603015075377,0.0,0.4723618090452261,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,0,LR,0.016452251360712516,0.457286432160804,0.028169014084507046,0.579145728643216,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,0,DT,0.009950248756218905,0.4748743718592965,0.0,0.4748743718592965,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,42,KNN,0.18181818181818182,0.9773869346733668,0.2222222222222222,0.964824120603015,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,42,RF,0.17424242424242425,0.9660804020100502,0.2222222222222222,0.964824120603015,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,42,LR,0.01829819277108434,0.5979899497487438,0.0,0.31155778894472363,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,42,DT,0.11764705882352941,0.9623115577889447,0.21052631578947367,0.9623115577889447,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,123,KNN,0.12406015037593984,0.9635678391959799,0.12121212121212122,0.9271356783919598,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,123,RF,0.6666666666666666,0.9974874371859297,0.21052631578947367,0.9623115577889447,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,123,LR,0.014810306350172449,0.507537688442211,0.034782608695652174,0.721105527638191,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,123,DT,0.1111111111111111,0.9597989949748743,0.19999999999999998,0.9597989949748744,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,456,KNN,0.046641791044776115,0.6809045226130652,0.08695652173913042,0.699748743718593,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,456,RF,0.054975124378109454,0.6231155778894473,0.09090909090909091,0.7022613065326633,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,456,LR,0.01724646226415094,0.5804020100502513,0.02173913043478261,0.5263819095477387,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,456,DT,0.029975124378109452,0.7022613065326634,0.09090909090909091,0.7022613065326633,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,789,KNN,0.125,0.9623115577889447,0.2222222222222222,0.964824120603015,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,789,RF,0.375,0.9836683417085427,0.3076923076923077,0.9773869346733668,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,789,LR,0.014285714285714285,0.4949748743718593,0.02298850574712644,0.5389447236180904,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,SMOTE,100,789,DT,0.2,0.9798994974874372,0.33333333333333337,0.9798994974874372,0,-782,87.88888888791234,0.9999999999998735,791,9,791,791
S1,Tomek,50,0,KNN,0.13495024875621892,0.7277918781725887,0.0,0.49746192893401014,11,0,48.999999999693756,48.312499999698055,784,16,773,16
S1,Tomek,50,0,RF,0.07310814349306101,0.6535532994923858,0.0,0.5,11,0,48.999999999693756,48.312499999698055,784,16,773,16
S1,Tomek,50,0,LR,0.032619838236233725,0.6434010152284263,0.0,0.5,11,0,48.999999999693756,48.312499999698055,784,16,773,16
S1,Tomek,50,0,DT,0.01990049751243781,0.49746192893401014,0.0,0.49746192893401014,11,0,48.999999999693756,48.312499999698055,784,16,773,16
S1,Tomek,50,42,KNN,0.16828358208955224,0.7239847715736041,0.0,0.5,6,0,48.999999999693756,48.6249999996961,784,16,778,16
S1,Tomek,50,42,RF,0.03159203980099502,0.5450507614213198,0.0,0.5,6,0,48.999999999693756,48.6249999996961,784,16,778,16
S1,Tomek,50,42,LR,0.028730006373583396,0.5926395939086294,0.0,0.5,6,0,48.999999999693756,48.6249999996961,784,16,778,16
S1,Tomek,50,42,DT,0.01990049751243781,0.49238578680203043,0.0,0.49238578680203043,6,0,48.999999999693756,48.6249999996961,784,16,778,16
S1,Tomek,50,123,KNN,0.2857142857142857,0.9670050761421319,0.0,0.5,4,0,48.999999999693756,48.74999999969532,784,16,780,16
S1,Tomek,50,123,RF,0.33596491228070174,0.9708121827411168,0.0,0.49746192893401014,4,0,48.999999999693756,48.74999999969532,784,16,780,16
S1,Tomek,50,123,LR,0.0276454448227876,0.5685279187817259,0.0,0.5,4,0,48.999999999693756,48.74999999969532,784,16,780,16
S1,Tomek,50,123,DT,0.20995024875621893,0.7423857868020304,0.4444444444444445,0.7423857868020305,4,0,48.999999999693756,48.74999999969532,784,16,780,16
S1,Tomek,50,456,KNN,0.2862660382299031,0.714467005076142,0.4,0.625,10,0,48.999999999693756,48.374999999697664,784,16,774,16
S1,Tomek,50,456,RF,0.10318941009239516,0.7614213197969543,0.0,0.49746192893401014,10,0,48.999999999693756,48.374999999697664,784,16,774,16
S1,Tomek,50,456,LR,0.029845659391113936,0.6053299492385786,0.0,0.5,10,0,48.999999999693756,48.374999999697664,784,16,774,16
S1,Tomek,50,456,DT,0.05063965884861407,0.6097715736040609,0.18181818181818182,0.609771573604061,10,0,48.999999999693756,48.374999999697664,784,16,774,16
S1,Tomek,50,789,KNN,0.13732806555458005,0.8318527918781726,0.0,0.5,10,0,48.999999999693756,48.374999999697664,784,16,774,16
S1,Tomek,50,789,RF,0.2184366628396479,0.8274111675126904,0.0,0.5,10,0,48.999999999693756,48.374999999697664,784,16,774,16
S1,Tomek,50,789,LR,0.027110080269533106,0.5647208121827412,0.0,0.5,10,0,48.999999999693756,48.374999999697664,784,16,774,16
S1,Tomek,50,789,DT,0.01990049751243781,0.49238578680203043,0.0,0.49238578680203043,10,0,48.999999999693756,48.374999999697664,784,16,774,16
S1,Tomek,100,0,KNN,0.009950248756218905,0.4824120603015075,0.0,0.49748743718592964,6,0,87.88888888791234,87.22222222125309,791,9,785,9
S1,Tomek,100,0,RF,0.009950248756218905,0.44974874371859297,0.0,0.5,6,0,87.88888888791234,87.22222222125309,791,9,785,9
S1,Tomek,100,0,LR,0.016418644693149673,0.4547738693467337,0.0,0.5,6,0,87.88888888791234,87.22222222125309,791,9,785,9
S1,Tomek,100,0,DT,0.009950248756218905,0.4949748743718593,0.0,0.4949748743718593,6,0,87.88888888791234,87.22222222125309,791,9,785,9
S1,Tomek,100,0,XGB,0.01601464195836193,0.4824120603015075,0.0,0.4949748743718593,6,0,87.88888888791234,87.22222222125309,791,9,785,9
S1,Tomek,100,42,KNN,0.046641791044776115,0.7223618090452261,0.0,0.5,3,0,87.88888888791234,87.55555555458271,791,9,788,9
S1,Tomek,100,42,RF,0.10173160173160173,0.9246231155778895,0.0,0.5,3,0,87.88888888791234,87.55555555458271,791,9,788,9
S1,Tomek,100,42,LR,0.018774069319640565,0.6105527638190955,0.0,0.5,3,0,87.88888888791234,87.55555555458271,791,9,788,9
S1,Tomek,100,42,DT,0.009950248756218905,0.4949748743718593,0.0,0.4949748743718593,3,0,87.88888888791234,87.55555555458271,791,9,788,9
S1,Tomek,100,42,XGB,0.23809523809523808,0.964824120603015,0.0,0.5,3,0,87.88888888791234,87.55555555458271,791,9,788,9
S1,Tomek,100,123,KNN,0.6428571428571428,0.9937185929648241,0.0,0.5,4,0,87.88888888791234,87.44444444347283,791,9,787,9
S1,Tomek,100,123,RF,0.7,0.9924623115577889,0.0,0.5,4,0,87.88888888791234,87.44444444347283,791,9,787,9
S1,Tomek,100,123,LR,0.015983363042186574,0.5452261306532663,0.0,0.5,4,0,87.88888888791234,87.44444444347283,791,9,787,9
S1,Tomek,100,123,DT,0.009950248756218905,0.49748743718592964,0.0,0.49748743718592964,4,0,87.88888888791234,87.44444444347283,791,9,787,9
S1,Tomek,100,123,XGB,0.75,0.9949748743718593,0.6666666666666666,0.75,4,0,87.88888888791234,87.44444444347283,791,9,787,9
S1,Tomek,100,456,KNN,0.06747512437810946,0.7324120603015075,0.0,0.5,6,0,87.88888888791234,87.22222222125309,791,9,785,9
S1,Tomek,100,456,RF,0.07692307692307693,0.8944723618090452,0.0,0.5,6,0,87.88888888791234,87.22222222125309,791,9,785,9
S1,Tomek,100,456,LR,0.016750305167503053,0.5703517587939698,0.0,0.5,6,0,87.88888888791234,87.22222222125309,791,9,785,9
S1,Tomek,100,456,DT,0.009950248756218905,0.49748743718592964,0.0,0.49748743718592964,6,0,87.88888888791234,87.22222222125309,791,9,785,9
S1,Tomek,100,789,KNN,0.060530679933665,0.7286432160804021,0.0,0.5,6,0,87.88888888791234,87.22222222125309,791,9,785,9
S1,Tomek,100,789,RF,0.125,0.9371859296482412,0.0,0.5,6,0,87.88888888791234,87.22222222125309,791,9,785,9
S1,Tomek,100,789,LR,0.015231333027943198,0.5251256281407035,0.0,0.5,6,0,87.88888888791234,87.22222222125309,791,9,785,9
S1,Tomek,100,789,DT,0.009950248756218905,0.4949748743718593,0.0,0.4949748743718593,6,0,87.88888888791234,87.22222222125309,791,9,785,9
S1,RandomUS,50,0,KNN,0.12797619047619047,0.9263959390862945,0.08247422680412372,0.7741116751269035,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,0,RF,0.09515182884748102,0.890228426395939,0.10256410256410257,0.8223350253807107,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,0,LR,0.030332517378445452,0.616751269035533,0.06060606060606061,0.641497461928934,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,0,DT,0.03959050899349407,0.7176395939086293,0.08695652173913043,0.7176395939086294,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,42,KNN,0.11428571428571428,0.9010152284263959,0.1142857142857143,0.8426395939086294,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,42,RF,0.5225576662143827,0.8261421319796954,0.08,0.6383248730964467,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,42,LR,0.028054981273469698,0.58248730964467,0.047058823529411764,0.549492385786802,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,42,DT,0.02607928101428342,0.5977157360406091,0.06060606060606061,0.5977157360406091,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,123,KNN,0.08704974271012006,0.8927664974619289,0.08333333333333333,0.7766497461928934,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,123,RF,0.21774509803921568,0.9289340101522842,0.1081081081081081,0.8324873096446701,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,123,LR,0.01856571458844186,0.3477157360406091,0.029197080291970802,0.41751269035532995,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,123,DT,0.04395604395604396,0.7791878172588833,0.08421052631578947,0.7791878172588833,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,456,KNN,0.09068862960420956,0.824238578680203,0.07407407407407407,0.6871827411167513,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,456,RF,0.10264408793820558,0.8496192893401016,0.10526315789473685,0.7480964467005076,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,456,LR,0.03004108405657345,0.6078680203045685,0.06593406593406594,0.6618020304568528,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,456,DT,0.05985317315859725,0.7785532994923858,0.13333333333333333,0.7785532994923858,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,789,KNN,0.031417370979226644,0.6865482233502538,0.06956521739130435,0.7284263959390863,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,789,RF,0.0480225656696245,0.7550761421319797,0.08421052631578947,0.7791878172588833,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,789,LR,0.026703407314299925,0.5571065989847716,0.05769230769230769,0.6288071065989848,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,50,789,DT,0.03538052978351486,0.6947969543147208,0.07692307692307693,0.6947969543147208,768,0,48.999999999693756,0.9999999999937501,784,16,16,16
S1,RandomUS,100,0,KNN,0.011655405405405406,0.4623115577889447,0.017543859649122806,0.47110552763819097,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,0,RF,0.013046064932857386,0.4371859296482412,0.025974025974025976,0.5640703517587939,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,0,LR,0.017245989304812834,0.46984924623115576,0.023255813953488372,0.5414572864321607,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,0,DT,0.009950248756218905,0.40452261306532666,0.0,0.4045226130653266,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,42,KNN,0.03225806451612903,0.8341708542713567,0.03508771929824561,0.7236180904522613,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,42,RF,0.034559643255295425,0.8040201005025126,0.06451612903225806,0.8542713567839195,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,42,LR,0.012874015748031497,0.4371859296482412,0.017094017094017096,0.4635678391959799,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,42,DT,0.037037037037037035,0.8693467336683417,0.07142857142857142,0.8693467336683417,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,123,KNN,0.050505050505050504,0.9045226130653267,0.03305785123966942,0.7060301507537688,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,123,RF,0.6428571428571428,0.9886934673366834,0.08163265306122448,0.8869346733668342,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,123,LR,0.0215111301369863,0.6633165829145728,0.047619047619047616,0.7989949748743719,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,123,DT,0.019417475728155338,0.7462311557788945,0.03809523809523809,0.7462311557788945,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,456,KNN,0.010294273314279664,0.41331658291457285,0.020833333333333336,0.5163316582914572,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,456,RF,0.046658259773013876,0.6809045226130653,0.03508771929824561,0.614321608040201,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,456,LR,0.016320116054158607,0.550251256281407,0.0,0.3065326633165829,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,456,DT,0.016086235489220564,0.6394472361809045,0.0425531914893617,0.6394472361809045,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,456,XGB,0.017424242424242425,0.5904522613065326,0.028169014084507046,0.579145728643216,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,789,KNN,0.125,0.964824120603015,0.02484472049689441,0.6055276381909548,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,789,RF,0.14347826086956522,0.9447236180904522,0.043010752688172046,0.7763819095477387,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,789,LR,0.01717342342342342,0.5804020100502512,0.03225806451612903,0.6984924623115578,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,789,DT,0.02197802197802198,0.7763819095477387,0.043010752688172046,0.7763819095477387,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,RandomUS,100,789,XGB,0.1,0.9547738693467337,0.03389830508474576,0.7135678391959799,782,0,87.88888888791234,0.9999999999888889,791,9,9,9
S1,GMR-Uniform,50,0,KNN,0.13495024875621892,0.7277918781725887,0.0,0.49746192893401014,3,1,48.999999999693756,52.066666666319556,784,16,781,15
S1,GMR-Uniform,50,0,RF,0.12453358208955223,0.6871827411167513,0.0,0.5,3,1,48.999999999693756,52.066666666319556,784,16,781,15
S1,GMR-Uniform,50,0,LR,0.03313617771287704,0.6484771573604061,0.0,0.5,3,1,48.999999999693756,52.066666666319556,784,16,781,15
S1,GMR-Uniform,50,0,DT,0.01990049751243781,0.4949238578680203,0.0,0.4949238578680203,3,1,48.999999999693756,52.066666666319556,784,16,781,15
S1,GMR-Uniform,50,42,KNN,0.2956645344705046,0.7271573604060914,0.0,0.5,0,1,48.999999999693756,52.26666666631822,784,16,784,15
S1,GMR-Uniform,50,42,RF,0.03857928101428342,0.6598984771573604,0.0,0.5,0,1,48.999999999693756,52.26666666631822,784,16,784,15
S1,GMR-Uniform,50,42,LR,0.029064185989939446,0.5964467005076142,0.0,0.5,0,1,48.999999999693756,52.26666666631822,784,16,784,15
S1,GMR-Uniform,50,42,DT,0.01990049751243781,0.4949238578680203,0.0,0.4949238578680203,0,1,48.999999999693756,52.26666666631822,784,16,784,15
S1,GMR-Uniform,50,123,KNN,0.2857142857142857,0.9670050761421319,0.0,0.5,1,1,48.999999999693756,52.199999999652,784,16,783,15
S1,GMR-Uniform,50,123,RF,0.305952380952381,0.9670050761421319,0.0,0.49746192893401014,1,1,48.999999999693756,52.199999999652,784,16,783,15
S1,GMR-Uniform,50,123,LR,0.022426952432349087,0.4593908629441624,0.0,0.5,1,1,48.999999999693756,52.199999999652,784,16,783,15
S1,GMR-Uniform,50,123,DT,0.01990049751243781,0.48984771573604063,0.0,0.48984771573604063,1,1,48.999999999693756,52.199999999652,784,16,783,15
S1,GMR-Uniform,50,456,KNN,0.09825870646766169,0.5932741116751269,0.0,0.5,2,1,48.999999999693756,52.13333333298578,784,16,782,15
S1,GMR-Uniform,50,456,RF,0.06897802653399668,0.6763959390862945,0.0,0.5,2,1,48.999999999693756,52.13333333298578,784,16,782,15
S1,GMR-Uniform,50,456,LR,0.0301868076685989,0.6091370558375635,0.0,0.5,2,1,48.999999999693756,52.13333333298578,784,16,782,15
S1,GMR-Uniform,50,456,DT,0.01990049751243781,0.49238578680203043,0.0,0.49238578680203043,2,1,48.999999999693756,52.13333333298578,784,16,782,15
S1,GMR-Uniform,50,789,KNN,0.10085933966530981,0.7258883248730965,0.0,0.5,1,1,48.999999999693756,52.199999999652,784,16,783,15
S1,GMR-Uniform,50,789,RF,0.13495024875621892,0.7055837563451777,0.0,0.5,1,1,48.999999999693756,52.199999999652,784,16,783,15
